State,ST_CEN_CD,District,DT_CEN_CD,Category,Indicator,NFHS 5,NFHS 4,DISTRICT,Dist_name
Jharkhand,20,Khunti,20,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),83.8,68.8,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Child Vaccinations and Vitamin A Supplementation,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),79.3,70.6,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100,100,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Treatment of Childhood Diseases,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Treatment of Childhood Diseases,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),11.7,5.7,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),53.6,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),14.2,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),54.5,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Treatment of Childhood Diseases,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.9,0.2,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Treatment of Childhood Diseases,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),64.1,79,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth (%),17.9,30.1,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed (%),80.3,70,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Child Feeding Practices and Nutritional Status of Children,Children age 6-8 months receiving solid or semisolid food and breastmilk (%),0,29.3,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Child Feeding Practices and Nutritional Status of Children,Breastfeeding children age 6-23 months receiving an adequate diet (%),10.2,13.4,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Child Feeding Practices and Nutritional Status of Children,Nonbreastfeeding children age 6-23 months receiving an adequate diet (%),0,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Child Feeding Practices and Nutritional Status of Children,Total children age 6-23 months receiving an adequate diet (%),10.5,13.1,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (height for age) (%),38.5,40.1,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weight for height) (%),32.1,43,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weight for height) (%),16.8,27.3,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weight for age) (%),44,53.8,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weight fo rheight)20 (%),6.1,0.9,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Nutritional Status of Women,Women whose Body Mass Index (BMI) is below normal (BMI <18),20.6,25.5,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Nutritional Status of Women,Women who are overweight or obese,3.9,5.1,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Nutritional Status of Women,Women who have high risk waisttohip ratio,63.5,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Anaemia among Children and Women,Children age 6-59 months who are anaemic ,66.9,64.8,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Anaemia among Children and Women,Nonpregnant women age 15-49 years who are anaemic ,70.9,64.3,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Anaemia among Children and Women,Pregnant women age 15-49 years who are anaemic,34,60,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Anaemia among Children and Women,All women age 15-49 years who are anaemic (%),70,64.1,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Anaemia among Children and Women,All women age 15-19 years who are anaemic (%),71.5,68.7,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Blood Sugar Level among women,Female Blood sugar level  high (141-160 mg/dl) (%),6.1,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Blood Sugar Level among women,Female Blood sugar level  very high (>160 mg/dl) (%),1.9,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Blood Sugar Level among women,Female Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.6,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Blood Sugar Level among men,Male Blood sugar level  high (141-160 mg/dl) (%),10.6,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Blood Sugar Level among men,Male Blood sugar level  very high (>160 mg/dl) (%),4.4,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Blood Sugar Level among men,Male Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.7,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Hypertension among women,Female Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),7.2,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Hypertension among women,Female Moderately or severely elevated blood pressure (%),3.2,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Hypertension among women,Female Elevated blood pressure or taking medicine to control blood pressure (%),11.7,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Hypertension among men,Male Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Hypertension among men,Male Moderately or severely elevated blood pressure (%),4.5,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Hypertension among men,Male Elevated blood pressure or taking medicine to control blood pressure (%),14.2,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Screening for Cancer among Women,Ever undergone a screening test for cervical cancer (%),0.5,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Screening for Cancer among Women,Ever undergone a breast examination for breast cancer (%),0.3,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Screening for Cancer among Women,Ever undergone an oral cavity examination for oral cancer (%),0.2,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who use any kind of tobacco (%),16.2,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who use any kind of tobacco (%),57.2,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who consume alcohol (%),19.8,0,Khunti_20,Khunti
Jharkhand,20,Khunti,20,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who consume alcohol (%),57.5,0,Khunti_20,Khunti
Jharkhand,20,Kodarma,3,Population and Household Profile,Female population age 6 years and above who ever attended school (%),64.4,61.8,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Population and Household Profile,Population below age 15 years (%),35.8,37,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Population and Household Profile,"Sex ratio of the total population (females per 1,000 males)",1141,1062,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Population and Household Profile,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",872,880,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Population and Household Profile,Children under age 5 years whose birth was registered with the civil authority (%),72.3,66.3,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Population and Household Profile,Deaths in the last 3 years registered with the civil authority (%),46.8,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Population and Household Profile,Population living in households with electricity (%),97.1,91.8,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Population and Household Profile,Population living in households with an improved drinkingwater source (%),83.9,80.2,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Population and Household Profile,Population living in households that use an improved sanitation facility (%),54,28.5,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Population and Household Profile,Households using clean fuel for cooking (%),35.8,31.1,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Population and Household Profile,Households using iodized salt (%),99.2,95.6,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Population and Household Profile,Households with any usual member covered under a health insurance/financing scheme (%),56.8,3.6,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Population and Household Profile,Children age 5 years who attended preprimary school during the school year 2019-20 (%),12.8,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Characteristics of Women,Women who are literate (%),63.6,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Characteristics of Women,Women with 10 or more years of schooling (%),31.8,28.8,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Marriage and Fertility,Women age 2024 years married before age 18 years (%),42.5,50.4,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Marriage and Fertility,Births in the 5 years preceding the survey that are third or higher order (%),3.1,4.7,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Marriage and Fertility,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.6,14,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Marriage and Fertility,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),80.1,56.5,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Current Use of Family Planning Methods,Any method (%),63.6,62.2,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Current Use of Family Planning Methods,Any modern method (%),56.6,52.8,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Current Use of Family Planning Methods,Female sterilization (%),50.1,45.5,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Current Use of Family Planning Methods,Male sterilization (%),0.5,0.4,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Current Use of Family Planning Methods,IUD/PPIUD (%),0.5,0.3,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Current Use of Family Planning Methods,Pill (%),0.8,1.1,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Current Use of Family Planning Methods,Condom (%),1.7,5.6,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Current Use of Family Planning Methods,Injectables (%),0.4,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Unmet Need for Family Planning,Total unmet need (%),12,10.7,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Unmet Need for Family Planning,Unmet need for spacing (%),5.5,4.7,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Quality of Family Planning Services,Health worker ever talked to female non-users about family planning (%),26.4,23.9,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Quality of Family Planning Services,Current users ever told about side effects of current method (%),40.4,48.2,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Maternal and Child Health,Mothers who had an antenatal checkup in the first trimester (%),77.8,68.6,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Maternal and Child Health,Mothers who had at least 4 antenatal care visits (%),47.6,57.4,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Maternal and Child Health,Mothers whose last birth was protected against neonatal tetanus (%),92,95.1,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Maternal and Child Health,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),13.1,10.9,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Maternal and Child Health,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),4.8,6.6,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Maternal and Child Health,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),89.7,87.6,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Maternal and Child Health,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),75.8,64.9,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Maternal and Child Health,Average out-of-pocket expenditure per delivery in a public health facility (Rs),1948,1777,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Maternal and Child Health,Children born at home who were taken to a health facility for a checkup within 24 hours of birth (%),0,1.5,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Maternal and Child Health,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),78,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Delivery Care,Institutional births (%),91.3,78.6,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Delivery Care,Institutional births in public facility (%),64.2,43.6,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Delivery Care,Home births that were conducted by skilled health personnel (%),4.3,6.3,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Delivery Care,Births attended by skilled health personnel (%),94.5,84.9,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Delivery Care,Births delivered by caesarean section (%),22,16.4,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Delivery Care,Births in a private health facility that were delivered by caesarean section (%),64,44.1,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Delivery Care,Births in a public health facility that were delivered by caesarean section (%),7.3,2.3,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),73.8,70.9,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),87.4,74.3,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received BCG (%),95,95.9,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of polio vaccine (%),76.1,82.4,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),87.4,89.2,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received the first dose of measlescontaining vaccine (MCV) (%),85,84.8,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Vaccinations and Vitamin A Supplementation,Children age 24-35 months who have received a second dose of measlescontaining vaccine (MCV) (%),29,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),82.7,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),87.4,59.6,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Vaccinations and Vitamin A Supplementation,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),76.6,52.2,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a public health facility (%),99,96.7,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Treatment of Childhood Diseases,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1,3.3,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Treatment of Childhood Diseases,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.2,3.6,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),61.1,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),23.9,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Treatment of Childhood Diseases,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),72.1,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Treatment of Childhood Diseases,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.4,3.4,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Treatment of Childhood Diseases,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),65.7,86.5,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth (%),19.2,19.2,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed (%),68.8,61.9,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Feeding Practices and Nutritional Status of Children,Children age 6-8 months receiving solid or semisolid food and breastmilk (%),0,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Feeding Practices and Nutritional Status of Children,Breastfeeding children age 6-23 months receiving an adequate diet (%),11.7,4.4,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Feeding Practices and Nutritional Status of Children,Nonbreastfeeding children age 6-23 months receiving an adequate diet (%),0,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Feeding Practices and Nutritional Status of Children,Total children age 6-23 months receiving an adequate diet (%),10.8,7.2,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (height for age) (%),34.6,42.4,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weight for height) (%),18,20.3,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weight for height) (%),5,6.9,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weight for age) (%),31.7,42.2,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weight fo rheight)20 (%),2.5,1.2,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Nutritional Status of Women,Women whose Body Mass Index (BMI) is below normal (BMI <18),29.9,32.5,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Nutritional Status of Women,Women who are overweight or obese,12.4,8.9,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Nutritional Status of Women,Women who have high risk waisttohip ratio,50.3,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Anaemia among Children and Women,Children age 6-59 months who are anaemic ,60,72.4,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Anaemia among Children and Women,Nonpregnant women age 15-49 years who are anaemic ,65.1,61.4,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Anaemia among Children and Women,Pregnant women age 15-49 years who are anaemic,59.7,67.5,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Anaemia among Children and Women,All women age 15-49 years who are anaemic (%),64.9,61.8,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Anaemia among Children and Women,All women age 15-19 years who are anaemic (%),61.2,56.6,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Blood Sugar Level among women,Female Blood sugar level  high (141-160 mg/dl) (%),6.3,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Blood Sugar Level among women,Female Blood sugar level  very high (>160 mg/dl) (%),4.4,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Blood Sugar Level among women,Female Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.2,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Blood Sugar Level among men,Male Blood sugar level  high (141-160 mg/dl) (%),10.7,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Blood Sugar Level among men,Male Blood sugar level  very high (>160 mg/dl) (%),11,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Blood Sugar Level among men,Male Blood sugar level  high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.4,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Hypertension among women,Female Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.5,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Hypertension among women,Female Moderately or severely elevated blood pressure (%),3.7,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Hypertension among women,Female Elevated blood pressure or taking medicine to control blood pressure (%),13.8,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Hypertension among men,Male Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Hypertension among men,Male Moderately or severely elevated blood pressure (%),5.5,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Hypertension among men,Male Elevated blood pressure or taking medicine to control blood pressure (%),20.6,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Screening for Cancer among Women,Ever undergone a screening test for cervical cancer (%),0.3,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Screening for Cancer among Women,Ever undergone a breast examination for breast cancer (%),0.2,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Screening for Cancer among Women,Ever undergone an oral cavity examination for oral cancer (%),0.2,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who use any kind of tobacco (%),1.4,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who use any kind of tobacco (%),37.3,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Tobacco Use and Alcohol Consumption among Adults,Women age 15 years and above who consume alcohol (%),0.5,0,Kodarma_3,Kodarma
Jharkhand,20,Kodarma,3,Tobacco Use and Alcohol Consumption among Adults,Men age 15 years and above who consume alcohol (%),29.2,0,Kodarma_3,Kodarma
Jharkhand,20,Latehar,14,Population and Household Profile,Female population age 6 years and above who ever attended school (%),60.5,57.2,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Population and Household Profile,Population below age 15 years (%),35.9,38.2,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Population and Household Profile,"Sex ratio of the total population (females per 1,000 males)",1115,1017,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Population and Household Profile,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",967,862,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Population and Household Profile,Children under age 5 years whose birth was registered with the civil authority (%),81.3,62.1,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Population and Household Profile,Deaths in the last 3 years registered with the civil authority (%),36.8,0,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Population and Household Profile,Population living in households with electricity (%),89,56.2,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Population and Household Profile,Population living in households with an improved drinkingwater source (%),79.2,76.1,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Population and Household Profile,Population living in households that use an improved sanitation facility (%),51.4,12.5,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Population and Household Profile,Households using clean fuel for cooking (%),14.2,5.2,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Population and Household Profile,Households using iodized salt (%),96.8,97.8,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Population and Household Profile,Households with any usual member covered under a health insurance/financing scheme (%),52.2,29.4,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Population and Household Profile,Children age 5 years who attended preprimary school during the school year 2019-20 (%),1.8,0,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Characteristics of Women,Women who are literate (%),54.9,0,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Characteristics of Women,Women with 10 or more years of schooling (%),26.5,20,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Marriage and Fertility,Women age 2024 years married before age 18 years (%),32.2,37.1,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Marriage and Fertility,Births in the 5 years preceding the survey that are third or higher order (%),3.1,2.8,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Marriage and Fertility,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),8.8,8.5,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Marriage and Fertility,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),72.1,33.7,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Current Use of Family Planning Methods,Any method (%),56.6,26,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Current Use of Family Planning Methods,Any modern method (%),45.9,24.7,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Current Use of Family Planning Methods,Female sterilization (%),35.9,21.4,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Current Use of Family Planning Methods,Male sterilization (%),0.3,0.3,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Current Use of Family Planning Methods,IUD/PPIUD (%),1.1,0.5,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Current Use of Family Planning Methods,Pill (%),1.4,1.5,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Current Use of Family Planning Methods,Condom (%),2.3,0.9,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Current Use of Family Planning Methods,Injectables (%),0.8,0.3,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Unmet Need for Family Planning,Total unmet need (%),13.4,21.7,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Unmet Need for Family Planning,Unmet need for spacing (%),5.5,8.6,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Quality of Family Planning Services,Health worker ever talked to female non-users about family planning (%),46.5,15.4,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Quality of Family Planning Services,Current users ever told about side effects of current method (%),63.8,32.6,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Maternal and Child Health,Mothers who had an antenatal checkup in the first trimester (%),75,28.4,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Maternal and Child Health,Mothers who had at least 4 antenatal care visits (%),43.1,15,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Maternal and Child Health,Mothers whose last birth was protected against neonatal tetanus (%),94.2,79.5,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Maternal and Child Health,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),41.6,8.4,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Maternal and Child Health,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),29.1,0.2,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Maternal and Child Health,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98,83.8,Latehar_14,Latehar
Jharkhand,20,Latehar,14,Maternal and Child Health,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),70.7,33.4,Latehar_14,Latehar
